Website,Name,Price,Unprice,Sale,Promotion,Summary,Status,Brand,price_range,Type
https://philong.com.vn,"laptop msi katana 15 b13vek-252vn (i7-13620h, ram 8gb, ssd 512gb, màn hình 15.6inch fhd 144hz, vga 4050 6gb, win 11 bản quyền, bảo hành 24 tháng)",32450000,32450000 đ,0,"Khuyến mại: Vòng quay may mắn trúng phiếu mua hàng lên đến 500.000đ
Balo Chính Hãng MSI 
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Intel Core i7-13620H (10 nhân/ 16 luồng, Up to 4.90 GHz, 24MB)
Ram: 8GB (1 x 8GB) DDR5 5200MHz( 2 khe)
Ổ cứng: 512GB NVMe PCIe Gen 4 SSD + 1x M.2 SSD slot (NVMe PCIe Gen4)
VGA: NVIDIA GeForce RTX 4050 6GB GDDR6
Màn hình: 15.6 inch FHD (1920*1080), 144Hz 45%NTSC IPS-Level
Windows 11 home SL 64bit bản quyền",1,msi,Above 20M,laptop
https://philong.com.vn,chuột apple magic mouse silver mk2e3za/a,1690000,2.390.000 đ,29,Không có,"Thiết kế mỏng nhẹ tạo cảm giác thoải mái khi sử dụng
Điều khiển cảm ứng thông minh trên bề mặt Multi-Touch
Kết nối không dây Bluetooth trong khoảng cách 10m
Độ phân giải đến 1600 DPI giúp rê chuột mượt mà hơn",1,apple,1M to 5M,chuột
https://philong.com.vn,router wifi 6 tplink archer ax53 gigabit băng tần kép ax3000,1690000,1690000 đ,0,Không có,"Wi-Fi 6 Gigabit thế hệ tiếp theo tốc độ — 2402 Mbps trên băng tần 5 GHz và 574 Mbps trên băng tần 2.4 GHz đảm bảo truyền trực tuyến mượt mà hơn và tải xuống nhanh hơn.
Kết nối nhiều thiết bị hơn — Công nghệ OFDMA tăng dung lượng lên 4 lần để cho phép truyền đồng thời đến nhiều thiết bị hơn..
Độ trễ cực thấp — Cho phép chơi game và trò chuyện video nhanh hơn.
Phạm vi phủ sóng Wi-Fi mở rộng — Bốn ăng-ten bên ngoài có độ lợi cao và công nghệ Beamforming kết hợp với nhau để mở rộng Wi-Fi mạnh mẽ, đáng tin cậy trong toàn bộ ngôi nhà của bạn.",0,tp-link,1M to 5M,router wifi 6 tplink archer ax53 gigabit băng tần kép ax3000
https://philong.com.vn,router wifi băng tầng kép ac1200 tp-link archer c64,790000,790000 đ,0,Không có,"Tốc độ WIFI WiFi Wave2 802.11ac– 867 Mbps trên băng tần 5 GHz và 400 Mbps trên băng tần 2.4 GHz
Kết nối tối đa 25 thiết bị
Cổng giao tiếp 1 x Cổng WAN Gigabit/ 4 x Cổng LAN Gigabit
Mô tả khác Kết Nối Thông Minh – Kết nối thông minh hướng máy khách đến băng tần ít tắc nghẽn hơn và Airtime Fairness tối ưu hóa việc sử dụng thời gian",1,tp-link,Under 1M,router wifi băng tầng kép ac1200
https://philong.com.vn,"máy in lazer ricoh mp 2014d (a3 2 mặt, scan, copy, duplex)",13900000,13900000 đ,0,Khuyến mại: Tặng Ổ cắm điện Pisen 005EP/PSCXB-01A trị giá 210.000 Đ,"Tốc độ in: 20 bản/phút, in 2 mặt tự động
Tốc độ scan: scan mặt phằng (Flatbed)
Kích cỡ giấy: A6 - A3
Khay giấy ra: 250 tờ
Khay giấy vào: Khay chính x 250 tờ, Khay tay x 100 tờ
Bộ nhớ tiêu chuẩn: 256 MB",1,ricoh,10M to 15M,máy in lazer
https://philong.com.vn,"laptop hp probook 440 g9 (6m0x2pa) (intel core i5-1235u, ram 8gb, ssd 256gb, màn hình 14 inch fhd,  win 11 bản quyền, màu bạc) hàng chính hãng, bảo hành 12 tháng",17990000,20.090.000 đ,10,"Khuyến mại: Chuột không dây yên tĩnh HP Z3700 trị giá 290.000đ
Túi xách Laptop Phi Long trị giá 350.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất ưu đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Intel Core i5-1235U (1.3Ghz up to 4.4GHz, 10 nhân/ 12 luồng)
RAM: 8GB (1 x 8GB) DDR4-3200MHz ( 2 khe)
Ổ cứng: 256 GB PCIe NVMe SSD
Intel UHD Graphics. (Intel Iris Xe Graphics with dual channel Ram)
Màn hình: 14inch FHD (1920 x 1080), IPS, 250 nits
Windows 11 home SL 64-bit",1,hp,15M to 20M,laptop
https://philong.com.vn,"bộ phát wifi totolink x2000r, băng tầng kép ax1500, wifi 6, 4 anten",990000,990000 đ,0,Không có,"Chuẩn Wi-Fi 6 (IEEE 802.11ax) thế hệ mới nhất, tốc độ Wi-Fi 1201Mbps trên 5GHz và 300Mbps trên 2.4GHz
Cổng nghệ OFDMA cải thiện băng thông và hiệu suất hoạt động hỗ trợ nhiều kết nối hơn.
Công nghệ MU-MIMO hỗ trợ nhiều thiết bị cùng lúc.
Công nghệ TWT (Target Wake) tiết kiệm điện năng cho user kết nối.
4 ăng-ten 5dBi phát sóng ở khoảng cách xa, ổn định, 5 cổng Gigabit cung cấp khả năng chuyển tiếp dữ liệu lớn qua kết nối cáp.
Hỗ trợ giao thức bảo mật WPA3 đảm bảo an ninh mạng.",1,totolink,Under 1M,bộ phát wifi
https://philong.com.vn,usb wifi 6 totolink x6100ua (băng tần kép ax1800),650000,650000 đ,0,Không có,"Tương thích chuẩn Wi-Fi IEEE 802.11a/b/g/n/ac/ax, tốc độ Wi-Fi lên đến1774,5Mbps trên 2 băng tần 2,4GHz (573,5Mbps) và 5GHz (1201Mbps)
Cổng USB 3.0 cho phép truyền dữ liệu siêu nhanh
Điều chế 1024-QAM cung cấp tốc độ truyền dữ liệu Wi-Fi mạnh mẽ, liên tục
Công nghệ TWT (Target Wake) tiết kiệm điện năng
Nút WPS tạo kết nối không dây an toàn và đơn giản
Hỗ trợ Windows 10 (32 / 64bits), Win8 / 8.1 (32 / 64bits), Windows 7 (32 / 64bits)",1,totolink,Under 1M,usb wifi 6
https://philong.com.vn,bộ phát wifi 6 tp-link archer ax23 ax1800,1500000,1500000 đ,0,Không có,"Wi-Fi siêu nhanh 1.8 Gbps – Tận hưởng truyền tải và tải xuống 4K mượt mà với tốc độ Wi-Fi siêu nhanh 1.8 Gbps
Kết nối nhiều thiết bị hơn – Giao tiếp với nhiều thiết bị hơn bằng OFDMA đồng thời giảm độ trễ
Vùng phủ sóng rộng hơn – Thuật toán cải tiến, beamforming và ăng-ten hiệu suất cao nâng cao hiệu suất phủ sóng Wi-Fi
Quyền Kiểm Soát Của Phụ Huynh – Tận hưởng tính năng quyền kiểm soát của phụ huynh miễn phí và linh hoạt bao gồm chặn URL, quản lý hồ sơ, tạm dừng",1,tp-link,1M to 5M,bộ phát wifi 6
https://philong.com.vn,giá đỡ tản nhiệt hyperstand folding aluminium htu6 màu bạc,730000,730000 đ,0,Không có,"Chất liệu: Alumium cao cấp.
Kích thước: 60 x 255mm ; 2,36” x 10”
Trọng lượng: 182g ; 6.42oz / 0.4lb
Tương thích: Macbook/Laptop từ 12 – 17inch.",1,hyperdrive,Under 1M,giá đỡ tản nhiệt hyperstand folding aluminium htu6 màu bạc
https://philong.com.vn,"macbook pro m2 2022 13.3 inch (mnep3saa)  (8 core cpu, 10 core gpu, ram 8gb, ssd 256gb) màu bạc, chính hãng",30290000,34.490.000 đ,12,"Khuyến mại: Phiếu mua hàng 200.000đ áp dụng mua tất cả mặt hàng tại Phi Long trừ thẻ cào điện thoại.
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank. Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Apple M2 8 nhân, 2.4Ghz
Ram: 8GB LPDDR4/3200Mhz. Ổ cứng: SSD 256GB M2 PCIe
Màn hình: 13.3 inch Retina (2560x1600)
GPU: 10 nhân
Hệ điều hành: Mac OS 12
Màu sắc: Bạc, xám",1,apple,Above 20M,"macbook pro m2 2022 13.3 inch (mnep3saa)  (8 core cpu, 10 core gpu, ram 8gb, ssd 256gb) màu bạc, chính hãng"
https://philong.com.vn,"macbook pro m2 2022 13.3 inch (mnej3sa/a) (8 core cpu, 10 core gpu, ram 8gb, ssd 512gb) màu xám, chính hãng",35490000,39.990.000 đ,11,"Khuyến mại: Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank. Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Apple M2 8 nhân, 2.4Ghz
Ram: 8GB LPDDR4/3200Mhz. Ổ cứng: SSD 512GB M2 PCIe
Màn hình: 13.3 inch Retina (2560x1600)
GPU: 10 nhân
Hệ điều hành: Mac OS 12
Màu sắc: Bạc, xám",1,apple,Above 20M,"macbook pro m2 2022 13.3 inch (mnej3sa/a) (8 core cpu, 10 core gpu, ram 8gb, ssd 512gb) màu xám, chính hãng"
https://philong.com.vn,"máy bộ đàm cầm tay kbc dl-u102 uhf (màu đen, khoảng cách 1km)",920000,950.000 đ,3,Không có,"Tần số:  VHF: 136 - 174MHz, UHF: 400 - 470MHz
Số kênh: 16
Công suất: 2W
Pin: Li-ion KBP-V102/U102 3.7V 1000mAh
Sạc bàn: KBS-V102/U102",1,hypersia,Under 1M,"máy bộ đàm cầm tay kbc dl-u102 uhf (màu đen, khoảng cách 1km)"
https://philong.com.vn,"macbook pro m2 2022 13.3 inch (mneh3sa/a) (8 core cpu, 10 core gpu, ram 8gb, ssd 256g) màu xám, chính hãng",30290000,34.490.000 đ,12,"Khuyến mại: Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank. Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU Apple M2 8 nhân, 2.4Ghz
Ram 8GB LPDDR4/3200Mhz.
SSD 256GB M2 PCIe
Màn hình 13.3 inch Retina (2560x1600)
GPU 10 nhân
Hệ điều hành: Mac OS 12
Màu sắc: Bạc, xám",1,apple,Above 20M,"macbook pro m2 2022 13.3 inch (mneh3sa/a) (8 core cpu, 10 core gpu, ram 8gb, ssd 256g) màu xám, chính hãng"
https://philong.com.vn,"laptop dell vostro 5620 70282719 (i5-1240p, ram 16gb, ssd 512gb, màn hình 16 inch fhd, win 11 home, xám )",21990000,25.490.000 đ,14,"Khuyến mại: Vòng quay may mắn trúng phiếu mua hàng lên đến 500.000đ
Balo laptop hoặc túi xách Laptop trị giá 350.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","Intel Core i5-1240P (1.70 GHz up to 4.20 GHz, 12MB, 12 nhân/ 16 luồng)
RAM 16GB DDR4 3200MHz
SSD 512GB M.2 PCIe 
Intel Iris Xe Graphics
Màn hình 16 inch FHD+ (1920 x 1200) 
Windows 11 home SL 64-bit + Office home & student 2021
Vỏ nhôm màu xám, 1.9kg",1,dell,Above 20M,laptop
https://philong.com.vn,"bộ phát wi-fi 6 xuyên tường asus rt-ax1800hp (5 cổng gigabit, mu-mimo, aimesh, ax1800)",1490000,1490000 đ,0,Không có,"Tốc độ WIFI AX1800: 1201 Mbps+ 574 Mbps
Cổng giao tiếp RJ45 for Gigabits BaseT for WAN x 1, RJ45 for Gigabits BaseT for LAN x 4
Không chỉ hỗ trợ MU-MIMO mà còn hỗ trợ kỹ thuật OFDMA để phân bổ kênh hiệu quả, giao tiếp với nhiều thiết bị đồng thời
5 cổng Gigabit - Một cổng WAN Gigabit",1,asus,1M to 5M,bộ phát wi-fi 6 xuyên tường
https://philong.com.vn,"máy chiếu optoma x400lve (độ sáng 4000ansi, xga, dlp, màu đen)",9900000,9900000 đ,0,Không có,"Công nghệ: DLP
Cường Độ sáng: 4000 ansi lumens
Độ phân giải: XGA (1024x768)
Độ tương phản: 25,000:1
Tuổi thọ Bóng đèn: 15,000h (eco mode)
Loa 10W",0,optoma,5M to 10M,máy chiếu
https://philong.com.vn,"mainboard asus prime h610m-k ddr4 (lga1700, 2xddr4, vga + hdmi, ssd m2)",2190000,2190000 đ,0,Không có,"Socket: Intel LGA1700
Kích thước: mATX
Khe cắm RAM: 2 khe (Tối đa 64GB)
Khe cắm mở rộng: 1 x PCIe 4.0 x16 slot, 1 x PCIe 3.0 x1 slot
Khe cắm ổ cứng: M.2 slot (Key M), 4 x SATA 6Gb/s ports",1,asus,1M to 5M,mainboard
https://philong.com.vn,ipad gen 9 2021 10.2 (mk2k3) 64gb wifi gray (a13-bionic/3gb/64gb/gray),7290000,9.990.000 đ,27,"Khuyến mại: Giảm 10% khi mua kèm bao da, dán cường lực
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank và trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS.
Trả góp lãi suất ưu đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","Màn hình: 10.2"" , Retina HD , IPS LCD , 2048 x 1536 Pixel
Camera sau: 12-megapixel
Camera trước: 12-megapixel
CPU: A13 Bionic
Bộ nhớ trong: 64GB
Có 03 màu: Xám, bạc",1,apple,5M to 10M,ipad gen 9 2021 10.2 (mk2k3) 64gb wifi gray (a13-bionic/3gb/64gb/gray)
https://philong.com.vn,"bộ phát wifi asus rt-ax53u aimesh, gaming router, wifi ax1800, 2 băng tần, mu-mimo, aiprotection, 4xlan gigabit",1490000,1.790.000 đ,17,Không có,"WiFi6 băng tần kép 2.4Ghz & 5Ghz
Tốc độ lên tới 1800Mbps
Trang bị công nghệ MU-MIMO, OFDMA
Bảo mật mạng AiProtection
Kiểm soát mạng Parental Controls
Ứng dụng ASUS Router cho phép điều khiển mạng từ xa",0,asus,1M to 5M,bộ phát wifi
https://philong.com.vn,"camea wifi ip dahua imou a42ep ranger 2 (4.0mp, xoay 360 độ)",990000,1.490.000 đ,34,Không có,"Xoay 360 độ
 Phát hiện con người, âm thanh lạ
 Tích hợp còi hú/ Soft AP
 Theo dõi chuyển động thông minh
Đàm thoại 2 chiều/ Cloud
Cảm biến 1/2.7"" 4MP CMOSHỗ trợ thẻ nhớ microSD 256G",1,dahua,Under 1M,camea wifi ip
https://philong.com.vn,bộ phát wifi tp-link archer c54 (băng tần kép ac1200),550000,650.000 đ,15,Không có,"Wi-Fi AC tốc độ cao
Băng tần 5 GHz: 867 Mbps (802.11ac)
Băng tần: 2.4 GHz: 300 Mbps (802.11n)
1× Cổng WAN 10/100 Mbps
4× Cổng LAN 10/100 Mbps
4 Anten liền",1,tp-link,Under 1M,bộ phát wifi
https://philong.com.vn,bộ phát wifi tp-link archer c24 (băng tần kép ac750),450000,520.000 đ,13,Không có,"Hoạt động trên 2 băng tần 2.4Gz và 5Gz
4 ăng ten mang đến vùng phủ Wi-Fi ấn tượng và kết nối ổn định.
Hỗ trợ chế độ Router
Điểm truy cập và Mở rộng sóng, gia tăng độ linh hoạt.
Quyền kiểm soát của phụ huynh",1,tp-link,Under 1M,bộ phát wifi
https://philong.com.vn,"macbook air 2020 m1 (mgnd93) (ram 8gb, ssd 256gb, màn hình 13.3inch, màu gold, hàng chính hãng apple vn, nguyên seal)",18990000,23.990.000 đ,21,"Khuyến mại: Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank và trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất ưu đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","Chip Apple M1 8 Core
RAM 8GB 
SSD 256GB SSD
Chipset đồ họa: 8 nhân GPU
Màn hình 13.3inch 
Nặng: 1.29 kg; Pin Lithium-Polymer
Mac OS, Màu Bạc",1,apple,15M to 20M,"macbook air 2020 m1 (mgnd93) (ram 8gb, ssd 256gb, màn hình 13.3inch, màu gold, hàng chính hãng"
https://philong.com.vn,"macbook air 2020 m1 mgn63 (8c-cpu, 7c-gpu, ram 8g, ssd 256g, màn hình 13.3 inch, màu gray)",18990000,23.990.000 đ,21,"Khuyến mại: Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank và trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS.
Trả góp lãi suất ưu đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","Chip: Apple M1 8 nhân
RAM: 8GB 
Ổ Cứng: 256GB SSD
Chipset đồ họa: 8 nhân GPU
Màn hình: 13.3inch 2560 x 1600 Pixel, IPS LCD LED Backlit, True Tone
Hệ điều hành: Mac OS
Màu sắc: Xám",1,apple,15M to 20M,"macbook air 2020 m1 mgn63 (8c-cpu, 7c-gpu, ram 8g, ssd 256g, màn hình 13.3 inch, màu gray)"
https://philong.com.vn,"macbook air 2020 m1 (mgn93) (chip m1, ram 8gb, ssd 256gb, màn hình 13.3inch, màu silver, hàng chính hãng apple vn, nguyên seal)",18990000,23.990.000 đ,21,"Khuyến mại: Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank và trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất ưu đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","Chip Apple M1 8 nhân
RAM 8GB 
SSD 256GB
Chipset đồ họa 8 nhân GPU
Màn hình 13.3inch 2560 x 1600 Pixel, IPS, True Tone
Hệ điều hành Mac OS
Màu sắc: vàng Gold",1,apple,15M to 20M,"macbook air 2020 m1 (mgn93) (chip m1, ram 8gb, ssd 256gb, màn hình 13.3inch, màu silver, hàng chính hãng"
https://philong.com.vn,"máy in laser canon lbp226dw (in trắng đen a4 2 mặt tự động, có wifi, có cổng lan)",6090000,6.500.000 đ,6,Khuyến mại: Tặng Ổ cắm điện Pisen 005EP/PSCXB-01A trị giá 210.000 Đ,"In laser trắng đen tốc độ 38 trang/phút A4.
Độ phân giải: 600 x 600 dpi. 
Kết nối: USB, LAN, WIFI
Hộp mực: CANON 057 (3100 trang)
Hộp mực theo máy đầu tiên khoảng 500-700 trang
Có màn hình LCD hiển thị
Hàng Nhập khẩu - Bảo hành 12 Tháng",1,canon,5M to 10M,máy in laser
https://philong.com.vn,điện thoại bàn panasonic kx-tsc11 black (có màn hình hiển thị),620000,620000 đ,0,Không có,"Có 50 bộ nhớ, lưu 50 số gọi đến và 20 số vừa gọi đi.
Hiển thị số gọi đi, đến. (FSK&DTMF).
Khoá cuộc gọi liên tỉnh và quốc tế
Màu đen",1,panasonic,Under 1M,điện thoại bàn
https://philong.com.vn,máy chiếu panasonic pt-vx430 (4500ansi/xga/white),21900000,24.900.000 đ,12,Không có,"Cường độ chiếu sáng: 4500 Ansi Lumens.
Độ phân giải: 1024x768 (XGA).
Độ tương phản: 20.000:1. 
Bóng đèn: 240W, loa 10W
Tuổi thọ bóng đèn: tối đa 7000 giờ (Eco).
Điều chỉnh góc nghiêng và chỉnh vuông hình.",1,panasonic,Above 20M,máy chiếu
https://philong.com.vn,"máy chiếu benq ms550, 3600 ansi lumens, svga",9290000,9.500.000 đ,2,Không có,"Độ sáng: 3600 ANSI
Độ tương phản: Độ tương phản 20.000:1
Độ phân giải: SVGA (800x600)
Tuổi thọ đèn: Tuổi thọ bóng đèn: 15.000 giờ. 
Cân nặng: 2.3 Kg",0,benq,5M to 10M,máy chiếu
https://philong.com.vn,bảng vẽ điện tử wacom intuos small black (ctl-4100/k0-cx) chính hãng,2150000,2150000 đ,0,Không có,"Vùng hoạt động: 152x95mm ( 6x 3,7in) 
Bút : Bút Intuos không đầu xóa 
Lực nhấn: 4096 mức
Độ phân giải: 2540 lpi 
Độ phản hồi: 133PPS
Cổng kết nối máy tính: USB",1,wacom,1M to 5M,bảng vẽ điện tử
https://philong.com.vn,bộ lưu điện ups apc bx1100li-ms 1100va (1100va/550w) (with avr),0,0 đ,0,Không có,"Output power capacity 550 Watts/ 1.1 kVA Max Configurable Power (Watts) 550 Watt
Output Voltage 230V Output Frequency (sync to mains) 50/60 Hz +/-1 Hz
Output Frequency (not synced) 50/60 Hz +/-1 Hz Topology Line Interactive Waveform type Stepped approximation to a sinewave Output Connections (2) IEC 320 C13 (Battery Backup);
Transfer Time 4ms typical : 6ms maximum;",0,apc,,bộ lưu điện ups
https://philong.com.vn,"máy in laser đa năng brother dcp-l2520d in a4 2 mặt tự động, có scan + copy)",4600000,4600000 đ,0,"Khuyến mại: Tặng Ổ cắm điện Pisen 005EP/PSCXB-01A trị giá 210.000 Đ
Áp dụng CTKM đến hết 20/02/2023","Tốc độ in: 30 trang/phút.
Tốc độ in: 600 x 600 dpi.
Công suất in: 2.000 trang/tháng.
Hộp Mực Toner TN-2385 chính hãng
Kết nối: USB 2.0 hi-Speed.",1,brother,1M to 5M,máy in laser đa năng
https://philong.com.vn,loa di động harman kardon onyx studio 8 blue (50w/bt5.2/aux),6640000,6.990.000 đ,5,Không có,"Thiết kế trẻ trung,độc đáo
Âm thanh lan toả khắp phòng với công suất mạnh mẽ lên đến 50W
Hỗ trợ ghép nối 2 loa, nâng cao trải nghiệm âm nhạc
8 giờ nghe nhạc liên tục, 5 giờ để sạc đầy pin",1,harman kardon,5M to 10M,loa di động
https://philong.com.vn,loa di động harman kardon onyx studio 8 black (50w/bt5.2/aux),6640000,6.990.000 đ,5,Không có,"Thiết kế trẻ trung,độc đáo
Âm thanh lan toả khắp phòng với công suất mạnh mẽ lên đến 50W
Hỗ trợ ghép nối 2 loa, nâng cao trải nghiệm âm nhạc
8 giờ nghe nhạc liên tục, 5 giờ để sạc đầy pin",1,harman kardon,5M to 10M,loa di động
https://philong.com.vn,"macbook pro m2 2022 13.3 inch (mneq3sa/a) (8 core cpu, 10 core gpu, ram 8gb, ssd 512gb) màu bạc, chính hãng",35490000,39.990.000 đ,11,"Khuyến mại: Phiếu mua hàng 200.000đ áp dụng mua tất cả mặt hàng tại Phi Long trừ thẻ cào điện thoại.
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank. Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất uư đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Apple M2 8 nhân, 2.40Ghz
Ram: 8GB LPDDR4/3200Mhz. Ổ cứng: SSD 512GB M2 PCIe
Màn hình: 13.3 inch Retina (2560x1600)
GPU: 10 nhân
Hệ điều hành: Mac OS 12
Màu sắc: Bạc, xám",1,apple,Above 20M,"macbook pro m2 2022 13.3 inch (mneq3sa/a) (8 core cpu, 10 core gpu, ram 8gb, ssd 512gb) màu bạc, chính hãng"
https://philong.com.vn,"laptop hp victus 16-d0294tx (5z9r5pa) (i5-11400h, ram 8gb, ssd 512gb, rtx 3050ti 4gb, màn hình 16.1' fhd 144hz, win 11)",19990000,23.990.000 đ,17,"Khuyến mại: Chuột gaming HP Pavilion 200 trị giá 390.000đ
Balo Laptop Phi Long trị giá 350.000đ
Trả góp lãi suất 0% áp dụng cho thẻ tín dụng Sacombank, VPbank.
Trả góp lãi suất ưu đãi áp dụng cho nhà tài chính HD Saison và ACS. Trả góp lãi suất ưu đãi thông qua cổng MPOS áp dụng cho thẻ tín dụng: Citibank, Eximbank, HSBC, MSB, Techcombank, Nam Á, Shinhan bank, TP bank, Seabank, Kiên Long bank, OCB, VIB, ACB, MB, Vietcombank, SHB...","CPU: Intel Core i5-11400H (up to 4.50 GHz, 12MB)
RAM: 8GB(2 x 4GB) DDR4-2933MHz ( 2 khe)
Ổ cứng: 512GB PCIe NVMe M.2 SSD
VGA: NVIDIA GeForce RTX 3050 4GB GDDR6
Màn hình: 16.1 inch FHD (1920 x 1080), 144 Hz, IPS
Hệ điều hành: Windows 11 Home SL 64-bit",1,hp,15M to 20M,laptop
https://philong.com.vn,"loa di động jbl boombox 3 màu đen, hàng chính hãng, bảo hành 12 tháng",11390000,11.990.000 đ,5,Không có,"Thiết kế thời thượng với kiểu dáng mạnh mẽ, tinh tế. Trang bị tay cầm chắc chắn
 Công suất lên đến 180W. Công nghệ JBL Original Pro Sound cho âm thanh sống động
Thời lượng pin khủng 24h
Có thể sạc ngược điện thoại thông minh qua cổng USB
Kết nối không dây Bluetooth phiên bản V5.3
 Chống nước và chống bụi IP67",1,jbl,10M to 15M,loa di động
https://philong.com.vn,"ghế gaming 1st player fk1 màu đen phối đỏ (da pu, chân thép xoay, tay 2d, ngã lưng 90 đến 180 độ)",3190000,3.690.000 đ,14,Không có,"Chất liệu: Khung kim loại
Đệm cao su mật độ cao
Phần kê tay: 2D (Up/Down, Swivel)
Góc ngả: 90°-180°
Tải trọng 150Kg
Trọng lượng ghế 23kg",1,1st player,1M to 5M,ghế gaming
https://philong.com.vn,ups eaton line interactive 1100va/660w (p/n:  5e1100iusb),3490000,3490000 đ,0,Không có,"Công suất 1100VA/660W - Công nghệ Line Interactive với tính năng tự động ổn áp (AVR) - Dải điện áp đầu vào rộng từ 170-280V - Điện áp đầu ra 230V - Tần số : 50/60Hz - Kết nối qua PC qua cổng USB - Có thể giám sát qua phần mềm UPS Companion - Có cổng bảo vệ đường internet/ thoại/ fax - Thơì gian lưu điện : 45 phút cho 01 PC, 20 phút cho 02 PC, 7 phút cho 03 PC - Kích thước: 330 x 180 x 133mm (sâu x cao x rộng)",0,eaton,1M to 5M,ups
